Region	Start	End	Property Type	Bedrooms	Median Asking Rent	Median Asking Rent MoM	Median Asking Rent YoY	size
Buffalo, NY	Jun-20	Aug-20	Multi-Family (25+ Units)	All				1
Buffalo, NY	Jul-20	Sep-20	Multi-Family (25+ Units)	All				1
Buffalo, NY	Aug-20	Oct-20	Multi-Family (25+ Units)	All				1
Buffalo, NY	Sep-20	Nov-20	Multi-Family (25+ Units)	All				1
Buffalo, NY	Oct-20	Dec-20	Multi-Family (25+ Units)	All				1
Buffalo, NY	Nov-20	Jan-21	Multi-Family (25+ Units)	All				1
Buffalo, NY	Dec-20	Feb-21	Multi-Family (25+ Units)	All				1
Buffalo, NY	Jan-21	Mar-21	Multi-Family (25+ Units)	All				1
Buffalo, NY	Feb-21	Apr-21	Multi-Family (25+ Units)	All				1
Buffalo, NY	Mar-21	May-21	Multi-Family (25+ Units)	All				1
Buffalo, NY	Apr-21	Jun-21	Multi-Family (25+ Units)	All				1
Buffalo, NY	May-21	Jul-21	Multi-Family (25+ Units)	All				1
Buffalo, NY	Jun-21	Aug-21	Multi-Family (25+ Units)	All				1
Buffalo, NY	Jul-21	Sep-21	Multi-Family (25+ Units)	All				1
Buffalo, NY	Aug-21	Oct-21	Multi-Family (25+ Units)	All				1
Buffalo, NY	Sep-21	Nov-21	Multi-Family (25+ Units)	All				1
Buffalo, NY	Oct-21	Dec-21	Multi-Family (25+ Units)	All				1
Buffalo, NY	Nov-21	Jan-22	Multi-Family (25+ Units)	All				1
Buffalo, NY	Dec-21	Feb-22	Multi-Family (25+ Units)	All				1
Buffalo, NY	Jan-22	Mar-22	Multi-Family (25+ Units)	All				1
Buffalo, NY	Feb-22	Apr-22	Multi-Family (25+ Units)	All				1
Buffalo, NY	Mar-22	May-22	Multi-Family (25+ Units)	All				1
Buffalo, NY	Apr-22	Jun-22	Multi-Family (25+ Units)	All				1
Buffalo, NY	May-22	Jul-22	Multi-Family (25+ Units)	All				1
Buffalo, NY	Jun-22	Aug-22	Multi-Family (25+ Units)	All				1
Buffalo, NY	Jul-22	Sep-22	Multi-Family (25+ Units)	All				1
Buffalo, NY	Aug-22	Oct-22	Multi-Family (25+ Units)	All				1
Buffalo, NY	Sep-22	Nov-22	Multi-Family (25+ Units)	All				1
Buffalo, NY	Oct-22	Dec-22	Multi-Family (25+ Units)	All				1
Buffalo, NY	Nov-22	Jan-23	Multi-Family (25+ Units)	All				1
Buffalo, NY	Dec-22	Feb-23	Multi-Family (25+ Units)	All				1
Buffalo, NY	Jan-23	Mar-23	Multi-Family (25+ Units)	All				1
Buffalo, NY	Feb-23	Apr-23	Multi-Family (25+ Units)	All				1
Buffalo, NY	Mar-23	May-23	Multi-Family (25+ Units)	All				1
Buffalo, NY	Apr-23	Jun-23	Multi-Family (25+ Units)	All				1
Buffalo, NY	May-23	Jul-23	Multi-Family (25+ Units)	All				1
Buffalo, NY	Jun-23	Aug-23	Multi-Family (25+ Units)	All				1
Buffalo, NY	Jul-23	Sep-23	Multi-Family (25+ Units)	All				1
Buffalo, NY	Aug-23	Oct-23	Multi-Family (25+ Units)	All				1
Buffalo, NY	Sep-23	Nov-23	Multi-Family (25+ Units)	All				1
Buffalo, NY	Oct-23	Dec-23	Multi-Family (25+ Units)	All				1
Buffalo, NY	Nov-23	Jan-24	Multi-Family (25+ Units)	All				1
Buffalo, NY	Dec-23	Feb-24	Multi-Family (25+ Units)	All				1
Buffalo, NY	Jan-24	Mar-24	Multi-Family (25+ Units)	All				1
Buffalo, NY	Feb-24	Apr-24	Multi-Family (25+ Units)	All				1
Buffalo, NY	Mar-24	May-24	Multi-Family (25+ Units)	All				1
Buffalo, NY	Apr-24	Jun-24	Multi-Family (25+ Units)	All				1
Buffalo, NY	May-24	Jul-24	Multi-Family (25+ Units)	All				1
Buffalo, NY	Jun-24	Aug-24	Multi-Family (25+ Units)	All				1
Buffalo, NY	Jul-24	Sep-24	Multi-Family (25+ Units)	All				1
Buffalo, NY	Aug-24	Oct-24	Multi-Family (25+ Units)	All				1
Buffalo, NY	Sep-24	Nov-24	Multi-Family (25+ Units)	All				1
Buffalo, NY	Oct-24	Dec-24	Multi-Family (25+ Units)	All				1
Buffalo, NY	Nov-24	Jan-25	Multi-Family (25+ Units)	All				1
Buffalo, NY	Dec-24	Feb-25	Multi-Family (25+ Units)	All				1
Buffalo, NY	Jan-25	Mar-25	Multi-Family (25+ Units)	All				1
Buffalo, NY	Feb-25	Apr-25	Multi-Family (25+ Units)	All				1
Buffalo, NY	Mar-25	May-25	Multi-Family (25+ Units)	All				1
Buffalo, NY	Apr-25	Jun-25	Multi-Family (25+ Units)	All				1
Buffalo, NY	May-25	Jul-25	Multi-Family (25+ Units)	All				1
Buffalo, NY	Jun-25	Aug-25	Multi-Family (25+ Units)	All				1
Cleveland, OH	Mar-19	May-19	Multi-Family (25+ Units)	All	$1,120 			1
Cleveland, OH	Apr-19	Jun-19	Multi-Family (25+ Units)	All	$1,085 	-3.10%		1
Cleveland, OH	May-19	Jul-19	Multi-Family (25+ Units)	All	$1,075 	-0.90%		1
Cleveland, OH	Jun-19	Aug-19	Multi-Family (25+ Units)	All	$1,065 	-0.90%		1
Cleveland, OH	Jul-19	Sep-19	Multi-Family (25+ Units)	All	$1,045 	-1.90%		1
Cleveland, OH	Aug-19	Oct-19	Multi-Family (25+ Units)	All	$1,025 	-1.90%		1
Cleveland, OH	Sep-19	Nov-19	Multi-Family (25+ Units)	All	$970 	-5.40%		1
Cleveland, OH	Oct-19	Dec-19	Multi-Family (25+ Units)	All	$959 	-1.10%		1
Cleveland, OH	Nov-19	Jan-20	Multi-Family (25+ Units)	All	$944 	-1.60%		1
Cleveland, OH	Dec-19	Feb-20	Multi-Family (25+ Units)	All	$949 	0.50%		1
Cleveland, OH	Jan-20	Mar-20	Multi-Family (25+ Units)	All	$1,010 	6.40%		1
Cleveland, OH	Feb-20	Apr-20	Multi-Family (25+ Units)	All	$1,085 	7.40%		1
Cleveland, OH	Mar-20	May-20	Multi-Family (25+ Units)	All	$1,125 	3.70%	0.40%	1
Cleveland, OH	Apr-20	Jun-20	Multi-Family (25+ Units)	All	$1,095 	-2.70%	0.90%	1
Cleveland, OH	May-20	Jul-20	Multi-Family (25+ Units)	All	$1,052 	-3.90%	-2.10%	1
Cleveland, OH	Jun-20	Aug-20	Multi-Family (25+ Units)	All	$1,110 	5.50%	4.20%	1
Cleveland, OH	Jul-20	Sep-20	Multi-Family (25+ Units)	All	$1,106 	-0.40%	5.80%	1
Cleveland, OH	Aug-20	Oct-20	Multi-Family (25+ Units)	All	$1,095 	-1.00%	6.80%	1
Cleveland, OH	Sep-20	Nov-20	Multi-Family (25+ Units)	All	$1,060 	-3.20%	9.30%	1
Cleveland, OH	Oct-20	Dec-20	Multi-Family (25+ Units)	All	$1,085 	2.40%	13.10%	1
Cleveland, OH	Nov-20	Jan-21	Multi-Family (25+ Units)	All	$1,204 	11.00%	27.50%	1
Cleveland, OH	Dec-20	Feb-21	Multi-Family (25+ Units)	All	$1,215 	0.90%	28.00%	1
Cleveland, OH	Jan-21	Mar-21	Multi-Family (25+ Units)	All	$1,210 	-0.40%	19.80%	1
Cleveland, OH	Feb-21	Apr-21	Multi-Family (25+ Units)	All	$1,230 	1.70%	13.40%	1
Cleveland, OH	Mar-21	May-21	Multi-Family (25+ Units)	All	$1,295 	5.30%	15.10%	1
Cleveland, OH	Apr-21	Jun-21	Multi-Family (25+ Units)	All	$1,378 	6.40%	25.90%	1
Cleveland, OH	May-21	Jul-21	Multi-Family (25+ Units)	All	$1,383 	0.40%	31.50%	1
Cleveland, OH	Jun-21	Aug-21	Multi-Family (25+ Units)	All	$1,375 	-0.60%	23.90%	1
Cleveland, OH	Jul-21	Sep-21	Multi-Family (25+ Units)	All	$1,355 	-1.50%	22.50%	1
Cleveland, OH	Aug-21	Oct-21	Multi-Family (25+ Units)	All	$1,345 	-0.70%	22.80%	1
Cleveland, OH	Sep-21	Nov-21	Multi-Family (25+ Units)	All	$1,330 	-1.10%	25.50%	1
Cleveland, OH	Oct-21	Dec-21	Multi-Family (25+ Units)	All	$1,305 	-1.90%	20.30%	1
Cleveland, OH	Nov-21	Jan-22	Multi-Family (25+ Units)	All	$1,331 	2.00%	10.50%	1
Cleveland, OH	Dec-21	Feb-22	Multi-Family (25+ Units)	All	$1,363 	2.40%	12.20%	1
Cleveland, OH	Jan-22	Mar-22	Multi-Family (25+ Units)	All	$1,390 	2.00%	14.90%	1
Cleveland, OH	Feb-22	Apr-22	Multi-Family (25+ Units)	All	$1,406 	1.20%	14.30%	1
Cleveland, OH	Mar-22	May-22	Multi-Family (25+ Units)	All	$1,430 	1.70%	10.40%	1
Cleveland, OH	Apr-22	Jun-22	Multi-Family (25+ Units)	All	$1,535 	7.30%	11.40%	1
Cleveland, OH	May-22	Jul-22	Multi-Family (25+ Units)	All	$1,525 	-0.70%	10.30%	1
Cleveland, OH	Jun-22	Aug-22	Multi-Family (25+ Units)	All	$1,505 	-1.30%	9.50%	1
Cleveland, OH	Jul-22	Sep-22	Multi-Family (25+ Units)	All	$1,455 	-3.30%	7.40%	1
Cleveland, OH	Aug-22	Oct-22	Multi-Family (25+ Units)	All	$1,450 	-0.30%	7.80%	1
Cleveland, OH	Sep-22	Nov-22	Multi-Family (25+ Units)	All	$1,455 	0.30%	9.40%	1
Cleveland, OH	Oct-22	Dec-22	Multi-Family (25+ Units)	All	$1,476 	1.40%	13.10%	1
Cleveland, OH	Nov-22	Jan-23	Multi-Family (25+ Units)	All	$1,505 	2.00%	13.10%	1
Cleveland, OH	Dec-22	Feb-23	Multi-Family (25+ Units)	All	$1,535 	2.00%	12.60%	1
Cleveland, OH	Jan-23	Mar-23	Multi-Family (25+ Units)	All	$1,560 	1.60%	12.20%	1
Cleveland, OH	Feb-23	Apr-23	Multi-Family (25+ Units)	All	$1,670 	7.10%	18.80%	1
Cleveland, OH	Mar-23	May-23	Multi-Family (25+ Units)	All	$1,650 	-1.20%	15.40%	1
Cleveland, OH	Apr-23	Jun-23	Multi-Family (25+ Units)	All	$1,635 	-0.90%	6.50%	1
Cleveland, OH	May-23	Jul-23	Multi-Family (25+ Units)	All	$1,540 	-5.80%	1.00%	1
Cleveland, OH	Jun-23	Aug-23	Multi-Family (25+ Units)	All	$1,530 	-0.60%	1.70%	1
Cleveland, OH	Jul-23	Sep-23	Multi-Family (25+ Units)	All	$1,469 	-4.00%	1.00%	1
Cleveland, OH	Aug-23	Oct-23	Multi-Family (25+ Units)	All	$1,416 	-3.60%	-2.30%	1
Cleveland, OH	Sep-23	Nov-23	Multi-Family (25+ Units)	All	$1,380 	-2.50%	-5.20%	1
Cleveland, OH	Oct-23	Dec-23	Multi-Family (25+ Units)	All	$1,411 	2.20%	-4.40%	1
Cleveland, OH	Nov-23	Jan-24	Multi-Family (25+ Units)	All	$1,410 	0.00%	-6.30%	1
Cleveland, OH	Dec-23	Feb-24	Multi-Family (25+ Units)	All	$1,420 	0.70%	-7.50%	1
Cleveland, OH	Jan-24	Mar-24	Multi-Family (25+ Units)	All	$1,385 	-2.50%	-11.20%	1
Cleveland, OH	Feb-24	Apr-24	Multi-Family (25+ Units)	All	$1,432 	3.40%	-14.30%	1
Cleveland, OH	Mar-24	May-24	Multi-Family (25+ Units)	All	$1,460 	2.00%	-11.50%	1
Cleveland, OH	Apr-24	Jun-24	Multi-Family (25+ Units)	All	$1,540 	5.50%	-5.80%	1
Cleveland, OH	May-24	Jul-24	Multi-Family (25+ Units)	All	$1,520 	-1.30%	-1.30%	1
Cleveland, OH	Jun-24	Aug-24	Multi-Family (25+ Units)	All	$1,440 	-5.30%	-5.90%	1
Cleveland, OH	Jul-24	Sep-24	Multi-Family (25+ Units)	All	$1,370 	-4.90%	-6.70%	1
Cleveland, OH	Aug-24	Oct-24	Multi-Family (25+ Units)	All	$1,369 	-0.10%	-3.30%	1
Cleveland, OH	Sep-24	Nov-24	Multi-Family (25+ Units)	All	$1,389 	1.50%	0.70%	1
Cleveland, OH	Oct-24	Dec-24	Multi-Family (25+ Units)	All	$1,370 	-1.40%	-2.90%	1
Cleveland, OH	Nov-24	Jan-25	Multi-Family (25+ Units)	All	$1,399 	2.10%	-0.80%	1
Cleveland, OH	Dec-24	Feb-25	Multi-Family (25+ Units)	All	$1,416 	1.20%	-0.30%	1
Cleveland, OH	Jan-25	Mar-25	Multi-Family (25+ Units)	All	$1,420 	0.30%	2.50%	1
Cleveland, OH	Feb-25	Apr-25	Multi-Family (25+ Units)	All	$1,400 	-1.40%	-2.20%	1
Cleveland, OH	Mar-25	May-25	Multi-Family (25+ Units)	All	$1,440 	2.90%	-1.40%	1
Cleveland, OH	Apr-25	Jun-25	Multi-Family (25+ Units)	All	$1,485 	3.10%	-3.60%	1
Cleveland, OH	May-25	Jul-25	Multi-Family (25+ Units)	All	$1,500 	1.00%	-1.30%	1
Cleveland, OH	Jun-25	Aug-25	Multi-Family (25+ Units)	All	$1,520 	1.30%	5.60%	1
Columbus, OH	Mar-19	May-19	Multi-Family (25+ Units)	All	$1,040 			1
Columbus, OH	Apr-19	Jun-19	Multi-Family (25+ Units)	All	$1,040 	0.00%		1
Columbus, OH	May-19	Jul-19	Multi-Family (25+ Units)	All	$1,035 	-0.50%		1
Columbus, OH	Jun-19	Aug-19	Multi-Family (25+ Units)	All	$1,043 	0.80%		1
Columbus, OH	Jul-19	Sep-19	Multi-Family (25+ Units)	All	$1,040 	-0.30%		1
Columbus, OH	Aug-19	Oct-19	Multi-Family (25+ Units)	All	$1,045 	0.50%		1
Columbus, OH	Sep-19	Nov-19	Multi-Family (25+ Units)	All	$1,040 	-0.50%		1
Columbus, OH	Oct-19	Dec-19	Multi-Family (25+ Units)	All	$1,040 	0.00%		1
Columbus, OH	Nov-19	Jan-20	Multi-Family (25+ Units)	All	$1,060 	1.90%		1
Columbus, OH	Dec-19	Feb-20	Multi-Family (25+ Units)	All	$1,075 	1.40%		1
Columbus, OH	Jan-20	Mar-20	Multi-Family (25+ Units)	All	$1,107 	3.00%		1
Columbus, OH	Feb-20	Apr-20	Multi-Family (25+ Units)	All	$1,115 	0.70%		1
Columbus, OH	Mar-20	May-20	Multi-Family (25+ Units)	All	$1,145 	2.70%	10.10%	1
Columbus, OH	Apr-20	Jun-20	Multi-Family (25+ Units)	All	$1,129 	-1.40%	8.60%	1
Columbus, OH	May-20	Jul-20	Multi-Family (25+ Units)	All	$1,124 	-0.40%	8.60%	1
Columbus, OH	Jun-20	Aug-20	Multi-Family (25+ Units)	All	$1,101 	-2.00%	5.60%	1
Columbus, OH	Jul-20	Sep-20	Multi-Family (25+ Units)	All	$1,115 	1.30%	7.20%	1
Columbus, OH	Aug-20	Oct-20	Multi-Family (25+ Units)	All	$1,120 	0.40%	7.20%	1
Columbus, OH	Sep-20	Nov-20	Multi-Family (25+ Units)	All	$1,133 	1.20%	8.90%	1
Columbus, OH	Oct-20	Dec-20	Multi-Family (25+ Units)	All	$1,123 	-0.90%	7.90%	1
Columbus, OH	Nov-20	Jan-21	Multi-Family (25+ Units)	All	$1,132 	0.80%	6.80%	1
Columbus, OH	Dec-20	Feb-21	Multi-Family (25+ Units)	All	$1,149 	1.50%	6.90%	1
Columbus, OH	Jan-21	Mar-21	Multi-Family (25+ Units)	All	$1,180 	2.70%	6.60%	1
Columbus, OH	Feb-21	Apr-21	Multi-Family (25+ Units)	All	$1,199 	1.60%	7.50%	1
Columbus, OH	Mar-21	May-21	Multi-Family (25+ Units)	All	$1,216 	1.40%	6.20%	1
Columbus, OH	Apr-21	Jun-21	Multi-Family (25+ Units)	All	$1,235 	1.60%	9.40%	1
Columbus, OH	May-21	Jul-21	Multi-Family (25+ Units)	All	$1,250 	1.20%	11.20%	1
Columbus, OH	Jun-21	Aug-21	Multi-Family (25+ Units)	All	$1,260 	0.80%	14.40%	1
Columbus, OH	Jul-21	Sep-21	Multi-Family (25+ Units)	All	$1,265 	0.40%	13.50%	1
Columbus, OH	Aug-21	Oct-21	Multi-Family (25+ Units)	All	$1,269 	0.30%	13.30%	1
Columbus, OH	Sep-21	Nov-21	Multi-Family (25+ Units)	All	$1,275 	0.50%	12.50%	1
Columbus, OH	Oct-21	Dec-21	Multi-Family (25+ Units)	All	$1,280 	0.40%	14.00%	1
Columbus, OH	Nov-21	Jan-22	Multi-Family (25+ Units)	All	$1,290 	0.80%	14.00%	1
Columbus, OH	Dec-21	Feb-22	Multi-Family (25+ Units)	All	$1,309 	1.50%	13.90%	1
Columbus, OH	Jan-22	Mar-22	Multi-Family (25+ Units)	All	$1,329 	1.50%	12.60%	1
Columbus, OH	Feb-22	Apr-22	Multi-Family (25+ Units)	All	$1,350 	1.60%	12.60%	1
Columbus, OH	Mar-22	May-22	Multi-Family (25+ Units)	All	$1,361 	0.80%	11.90%	1
Columbus, OH	Apr-22	Jun-22	Multi-Family (25+ Units)	All	$1,392 	2.30%	12.70%	1
Columbus, OH	May-22	Jul-22	Multi-Family (25+ Units)	All	$1,417 	1.80%	13.40%	1
Columbus, OH	Jun-22	Aug-22	Multi-Family (25+ Units)	All	$1,405 	-0.80%	11.50%	1
Columbus, OH	Jul-22	Sep-22	Multi-Family (25+ Units)	All	$1,376 	-2.10%	8.80%	1
Columbus, OH	Aug-22	Oct-22	Multi-Family (25+ Units)	All	$1,349 	-2.00%	6.30%	1
Columbus, OH	Sep-22	Nov-22	Multi-Family (25+ Units)	All	$1,330 	-1.40%	4.30%	1
Columbus, OH	Oct-22	Dec-22	Multi-Family (25+ Units)	All	$1,342 	0.90%	4.80%	1
Columbus, OH	Nov-22	Jan-23	Multi-Family (25+ Units)	All	$1,344 	0.10%	4.20%	1
Columbus, OH	Dec-22	Feb-23	Multi-Family (25+ Units)	All	$1,360 	1.20%	3.90%	1
Columbus, OH	Jan-23	Mar-23	Multi-Family (25+ Units)	All	$1,348 	-0.90%	1.40%	1
Columbus, OH	Feb-23	Apr-23	Multi-Family (25+ Units)	All	$1,385 	2.70%	2.60%	1
Columbus, OH	Mar-23	May-23	Multi-Family (25+ Units)	All	$1,390 	0.40%	2.10%	1
Columbus, OH	Apr-23	Jun-23	Multi-Family (25+ Units)	All	$1,422 	2.30%	2.20%	1
Columbus, OH	May-23	Jul-23	Multi-Family (25+ Units)	All	$1,405 	-1.20%	-0.80%	1
Columbus, OH	Jun-23	Aug-23	Multi-Family (25+ Units)	All	$1,392 	-0.90%	-0.90%	1
Columbus, OH	Jul-23	Sep-23	Multi-Family (25+ Units)	All	$1,370 	-1.60%	-0.40%	1
Columbus, OH	Aug-23	Oct-23	Multi-Family (25+ Units)	All	$1,353 	-1.20%	0.30%	1
Columbus, OH	Sep-23	Nov-23	Multi-Family (25+ Units)	All	$1,330 	-1.70%	0.00%	1
Columbus, OH	Oct-23	Dec-23	Multi-Family (25+ Units)	All	$1,299 	-2.30%	-3.20%	1
Columbus, OH	Nov-23	Jan-24	Multi-Family (25+ Units)	All	$1,299 	0.00%	-3.30%	1
Columbus, OH	Dec-23	Feb-24	Multi-Family (25+ Units)	All	$1,349 	3.80%	-0.80%	1
Columbus, OH	Jan-24	Mar-24	Multi-Family (25+ Units)	All	$1,375 	1.90%	2.00%	1
Columbus, OH	Feb-24	Apr-24	Multi-Family (25+ Units)	All	$1,399 	1.70%	1.00%	1
Columbus, OH	Mar-24	May-24	Multi-Family (25+ Units)	All	$1,410 	0.80%	1.40%	1
Columbus, OH	Apr-24	Jun-24	Multi-Family (25+ Units)	All	$1,419 	0.60%	-0.20%	1
Columbus, OH	May-24	Jul-24	Multi-Family (25+ Units)	All	$1,425 	0.40%	1.40%	1
Columbus, OH	Jun-24	Aug-24	Multi-Family (25+ Units)	All	$1,425 	0.00%	2.40%	1
Columbus, OH	Jul-24	Sep-24	Multi-Family (25+ Units)	All	$1,425 	0.00%	4.00%	1
Columbus, OH	Aug-24	Oct-24	Multi-Family (25+ Units)	All	$1,425 	0.00%	5.30%	1
Columbus, OH	Sep-24	Nov-24	Multi-Family (25+ Units)	All	$1,403 	-1.50%	5.50%	1
Columbus, OH	Oct-24	Dec-24	Multi-Family (25+ Units)	All	$1,400 	-0.20%	7.80%	1
Columbus, OH	Nov-24	Jan-25	Multi-Family (25+ Units)	All	$1,434 	2.40%	10.40%	1
Columbus, OH	Dec-24	Feb-25	Multi-Family (25+ Units)	All	$1,470 	2.50%	9.00%	1
Columbus, OH	Jan-25	Mar-25	Multi-Family (25+ Units)	All	$1,466 	-0.30%	6.60%	1
Columbus, OH	Feb-25	Apr-25	Multi-Family (25+ Units)	All	$1,458 	-0.60%	4.20%	1
Columbus, OH	Mar-25	May-25	Multi-Family (25+ Units)	All	$1,445 	-0.90%	2.50%	1
Columbus, OH	Apr-25	Jun-25	Multi-Family (25+ Units)	All	$1,445 	0.00%	1.80%	1
Columbus, OH	May-25	Jul-25	Multi-Family (25+ Units)	All	$1,435 	-0.70%	0.70%	1
Columbus, OH	Jun-25	Aug-25	Multi-Family (25+ Units)	All	$1,450 	1.00%	1.70%	1
Louisville/Jefferson County, KY	Mar-19	May-19	Multi-Family (25+ Units)	All	$1,142 			1
Louisville/Jefferson County, KY	Apr-19	Jun-19	Multi-Family (25+ Units)	All	$1,073 	-6.00%		1
Louisville/Jefferson County, KY	May-19	Jul-19	Multi-Family (25+ Units)	All	$1,055 	-1.70%		1
Louisville/Jefferson County, KY	Jun-19	Aug-19	Multi-Family (25+ Units)	All	$975 	-7.60%		1
Louisville/Jefferson County, KY	Jul-19	Sep-19	Multi-Family (25+ Units)	All	$975 	0.00%		1
Louisville/Jefferson County, KY	Aug-19	Oct-19	Multi-Family (25+ Units)	All	$1,000 	2.60%		1
Louisville/Jefferson County, KY	Sep-19	Nov-19	Multi-Family (25+ Units)	All	$1,069 	6.90%		1
Louisville/Jefferson County, KY	Oct-19	Dec-19	Multi-Family (25+ Units)	All	$1,087 	1.70%		1
Louisville/Jefferson County, KY	Nov-19	Jan-20	Multi-Family (25+ Units)	All	$999 	-8.10%		1
Louisville/Jefferson County, KY	Dec-19	Feb-20	Multi-Family (25+ Units)	All	$989 	-1.00%		1
Louisville/Jefferson County, KY	Jan-20	Mar-20	Multi-Family (25+ Units)	All	$985 	-0.40%		1
Louisville/Jefferson County, KY	Feb-20	Apr-20	Multi-Family (25+ Units)	All	$1,000 	1.50%		1
Louisville/Jefferson County, KY	Mar-20	May-20	Multi-Family (25+ Units)	All	$1,025 	2.50%	-10.20%	1
Louisville/Jefferson County, KY	Apr-20	Jun-20	Multi-Family (25+ Units)	All	$1,071 	4.50%	-0.20%	1
Louisville/Jefferson County, KY	May-20	Jul-20	Multi-Family (25+ Units)	All	$1,076 	0.50%	2.00%	1
Louisville/Jefferson County, KY	Jun-20	Aug-20	Multi-Family (25+ Units)	All	$1,050 	-2.40%	7.70%	1
Louisville/Jefferson County, KY	Jul-20	Sep-20	Multi-Family (25+ Units)	All	$1,025 	-2.40%	5.10%	1
Louisville/Jefferson County, KY	Aug-20	Oct-20	Multi-Family (25+ Units)	All	$1,020 	-0.50%	2.00%	1
Louisville/Jefferson County, KY	Sep-20	Nov-20	Multi-Family (25+ Units)	All	$1,015 	-0.50%	-5.00%	1
Louisville/Jefferson County, KY	Oct-20	Dec-20	Multi-Family (25+ Units)	All	$1,011 	-0.40%	-6.90%	1
Louisville/Jefferson County, KY	Nov-20	Jan-21	Multi-Family (25+ Units)	All	$1,015 	0.40%	1.60%	1
Louisville/Jefferson County, KY	Dec-20	Feb-21	Multi-Family (25+ Units)	All	$1,025 	1.00%	3.60%	1
Louisville/Jefferson County, KY	Jan-21	Mar-21	Multi-Family (25+ Units)	All	$1,077 	5.00%	9.30%	1
Louisville/Jefferson County, KY	Feb-21	Apr-21	Multi-Family (25+ Units)	All	$1,165 	8.20%	16.50%	1
Louisville/Jefferson County, KY	Mar-21	May-21	Multi-Family (25+ Units)	All	$1,192 	2.30%	16.20%	1
Louisville/Jefferson County, KY	Apr-21	Jun-21	Multi-Family (25+ Units)	All	$1,198 	0.50%	11.90%	1
Louisville/Jefferson County, KY	May-21	Jul-21	Multi-Family (25+ Units)	All	$1,190 	-0.70%	10.60%	1
Louisville/Jefferson County, KY	Jun-21	Aug-21	Multi-Family (25+ Units)	All	$1,199 	0.80%	14.20%	1
Louisville/Jefferson County, KY	Jul-21	Sep-21	Multi-Family (25+ Units)	All	$1,239 	3.30%	20.90%	1
Louisville/Jefferson County, KY	Aug-21	Oct-21	Multi-Family (25+ Units)	All	$1,204 	-2.80%	18.00%	1
Louisville/Jefferson County, KY	Sep-21	Nov-21	Multi-Family (25+ Units)	All	$1,210 	0.50%	19.20%	1
Louisville/Jefferson County, KY	Oct-21	Dec-21	Multi-Family (25+ Units)	All	$1,205 	-0.40%	19.20%	1
Louisville/Jefferson County, KY	Nov-21	Jan-22	Multi-Family (25+ Units)	All	$1,255 	4.10%	23.60%	1
Louisville/Jefferson County, KY	Dec-21	Feb-22	Multi-Family (25+ Units)	All	$1,270 	1.20%	23.90%	1
Louisville/Jefferson County, KY	Jan-22	Mar-22	Multi-Family (25+ Units)	All	$1,288 	1.40%	19.60%	1
Louisville/Jefferson County, KY	Feb-22	Apr-22	Multi-Family (25+ Units)	All	$1,305 	1.30%	12.00%	1
Louisville/Jefferson County, KY	Mar-22	May-22	Multi-Family (25+ Units)	All	$1,320 	1.10%	10.80%	1
Louisville/Jefferson County, KY	Apr-22	Jun-22	Multi-Family (25+ Units)	All	$1,335 	1.10%	11.40%	1
Louisville/Jefferson County, KY	May-22	Jul-22	Multi-Family (25+ Units)	All	$1,352 	1.30%	13.60%	1
Louisville/Jefferson County, KY	Jun-22	Aug-22	Multi-Family (25+ Units)	All	$1,340 	-0.90%	11.80%	1
Louisville/Jefferson County, KY	Jul-22	Sep-22	Multi-Family (25+ Units)	All	$1,320 	-1.50%	6.50%	1
Louisville/Jefferson County, KY	Aug-22	Oct-22	Multi-Family (25+ Units)	All	$1,290 	-2.30%	7.10%	1
Louisville/Jefferson County, KY	Sep-22	Nov-22	Multi-Family (25+ Units)	All	$1,265 	-1.90%	4.50%	1
Louisville/Jefferson County, KY	Oct-22	Dec-22	Multi-Family (25+ Units)	All	$1,255 	-0.80%	4.10%	1
Louisville/Jefferson County, KY	Nov-22	Jan-23	Multi-Family (25+ Units)	All	$1,251 	-0.30%	-0.30%	1
Louisville/Jefferson County, KY	Dec-22	Feb-23	Multi-Family (25+ Units)	All	$1,262 	0.90%	-0.60%	1
Louisville/Jefferson County, KY	Jan-23	Mar-23	Multi-Family (25+ Units)	All	$1,265 	0.20%	-1.80%	1
Louisville/Jefferson County, KY	Feb-23	Apr-23	Multi-Family (25+ Units)	All	$1,281 	1.30%	-1.80%	1
Louisville/Jefferson County, KY	Mar-23	May-23	Multi-Family (25+ Units)	All	$1,285 	0.30%	-2.70%	1
Louisville/Jefferson County, KY	Apr-23	Jun-23	Multi-Family (25+ Units)	All	$1,298 	1.00%	-2.80%	1
Louisville/Jefferson County, KY	May-23	Jul-23	Multi-Family (25+ Units)	All	$1,305 	0.50%	-3.50%	1
Louisville/Jefferson County, KY	Jun-23	Aug-23	Multi-Family (25+ Units)	All	$1,314 	0.70%	-1.90%	1
Louisville/Jefferson County, KY	Jul-23	Sep-23	Multi-Family (25+ Units)	All	$1,301 	-1.00%	-1.40%	1
Louisville/Jefferson County, KY	Aug-23	Oct-23	Multi-Family (25+ Units)	All	$1,297 	-0.30%	0.50%	1
Louisville/Jefferson County, KY	Sep-23	Nov-23	Multi-Family (25+ Units)	All	$1,265 	-2.40%	0.00%	1
Louisville/Jefferson County, KY	Oct-23	Dec-23	Multi-Family (25+ Units)	All	$1,250 	-1.20%	-0.40%	1
